filename,text,testament,book,chapter,verse,duration_seconds,speaker_id,row_idx,lens_ratio,lens_ratio_z,lead_silence_ms,trail_silence_ms,is_first_verse,heading_before,heading_after,is_verse_range
1CH_004_Verse_010.wav,"Nake Jabezu agĩkaĩra Ngai wa Isiraeli, akiuga atĩrĩ, “Naarĩ korwo wandathima na ũnjaramĩrie mĩhaka ya bũrũri wakwa! Reke guoko gwaku gũkorwo hamwe na niĩ, na ũngitĩre harĩ ũũru nĩguo ndikanakorwo na ruo.” Nake Ngai akĩigua ihooya rĩake.",Old Testament,1 Chronicles,004,010,17.71,SPEAKER_01,19660,0.07504237288135594,0.06575729990413309,440,150,False,False,False,False
1TI_006_Verse_007.wav,"Nĩgũkorwo gũtirĩ kĩndũ twarehire gũkũ thĩ, na gũtirĩ kĩndũ tũngĩhota kũruta kuo.",New Testament,1 Timothy,006,007,5.79,SPEAKER_00,19298,0.072375,-0.23906808131640053,580,140,False,False,False,False
2CH_016_Verse_001.wav,"Na rĩrĩ, mwaka wa mĩrongo ĩtatũ na ĩtandatũ wa wathani wa Asa, Baasha mũthamaki wa Isiraeli nĩambatire akarũe na Juda, na akĩirigĩra Rama na rũthingo rwa hinya nĩguo arigĩrĩrie gũtikagĩe mũndũ ũkuuma kana atoonye bũrũri wa Asa mũthamaki wa Juda.",Old Testament,2 Chronicles,016,001,17.73,SPEAKER_01,25238,0.07236734693877551,-0.23994266743878412,630,210,True,True,False,False
2KI_007_Verse_001.wav,"Elisha akiuga atĩrĩ, “Thikĩrĩria kiugo kĩa Jehova. Jehova ekuuga ũũ: Ihinda ta rĩĩrĩ rũciũ-rĩ, kĩbaba kĩmwe kĩa mũtu mũhinyu gĩkeendio cekeri ĩmwe, nacio ibaba igĩrĩ cia cairi ikeendio cekeri ĩmwe hau kĩhingo-inĩ gĩa Samaria.”",Old Testament,2 Kings,007,001,16.63,SPEAKER_00,24344,0.07358407079646018,-0.10089637347994851,270,240,True,False,False,False
ACT_011_Verse_014.wav,Nĩegũkũrehera ndũmĩrĩri ĩrĩa ĩgũtũma wee na nyũmba yaku yothe mũhonoke.’,New Testament,Acts,011,014,5.35,SPEAKER_01,17950,0.07430555555555556,-0.018445633925209294,300,460,False,False,False,False
COL_004_Verse_001.wav,"Inyuĩ aathani-rĩ, ĩkagai ngombo cianyu maũndũ marĩa magĩrĩire na marĩa marĩ kĩhooto, tondũ nĩmũũĩ o na inyuĩ mũrĩ na Mwathi wanyu kũrĩa igũrũ.",New Testament,Colossians,004,001,10.77,SPEAKER_00,11372,0.0758450704225352,0.15748897555585875,1000,520,True,False,True,False
DEU_004_Verse_005.wav,"Atĩrĩrĩ, nĩndĩmũrutĩte watho wa kũrũmĩrĩrwo, na mawatho ta ũrĩa Jehova Ngai wakwa aanjathire, nĩgeetha mũmarũmagĩrĩre bũrũri-inĩ ũcio mũgũtoonya mũwĩgwatĩre.",Old Testament,Deuteronomy,004,005,11.65,SPEAKER_00,19359,0.07420382165605095,-0.030071707998429065,310,350,False,False,False,False
DEU_031_Verse_001.wav,"Nake Musa akiumagara agĩthiĩ akĩarĩria andũ othe a Isiraeli na ciugo ici akĩmeera atĩrĩ,",Old Testament,Deuteronomy,031,001,6.4,SPEAKER_00,12436,0.07272727272727274,-0.19881061707693362,530,370,True,True,False,False
ECC_010_Verse_013.wav,Kĩambĩrĩria-inĩ ciugo ciake nĩ cia ũrimũ; na kĩrĩkĩrĩro-inĩ nĩ cia ũgũrũki mũtheri:,Old Testament,Ecclesiastes,010,013,6.08,SPEAKER_00,15971,0.07325301204819278,-0.1387295200386342,730,240,False,False,False,False
EPH_001_Verse_010.wav,"nĩguo ũkaahingio rĩrĩa mahinda marĩa magĩrĩire magaakinya, nĩguo acookanĩrĩrie indo ciothe iria irĩ igũrũ na iria irĩ gũkũ thĩ harĩ mũtongoria ũmwe, na nĩwe Kristũ.",New Testament,Ephesians,001,010,12.22,SPEAKER_00,1629,0.07451219512195123,0.005168981429876417,630,480,False,False,False,False
