filename,text,testament,book,chapter,verse,duration_seconds,speaker_id,row_idx,lens_ratio,lens_ratio_z,lead_silence_ms,trail_silence_ms,is_first_verse,heading_before,heading_after,is_verse_range
1CH_026_Verse_012.wav,"Se nan divizyon a gadyen pòtay sila yo, mesye chèf yo te bay responsabilite kon fanmi pa yo pou fè sèvis lakay SENYÈ a.",Old Testament,1 Chronicles,026,012,12.07,SPEAKER_00,24934,0.10142857142857144,-0.20255808591460225,1090,450,False,False,False,False
1CO_014_Verse_013.wav,"Konsa, kite sila ki pale an lang lan priye pou li kapab osi entèprete li.",New Testament,1 Corinthians,014,013,7.66,SPEAKER_00,23464,0.10493150684931507,0.10377371022027398,470,570,False,False,False,False
1KI_007_Verse_005.wav,"Tout pòtay avèk poto pòt yo te gen ankadreman kare, byen dekore e fenèt yo te opoze a pòt yo an twa ranje.",Old Testament,1 Kings,007,005,11.08,SPEAKER_00,1299,0.10452830188679245,0.06851342547490767,160,360,False,False,False,False
1PE_002_Verse_019.wav,"Paske sa jwenn favè, si yon nonm, pou koz a konsyans anvè Bondye, sipòte afliksyon ki enjis.",New Testament,1 Peter,002,019,9.44,SPEAKER_00,726,0.10260869565217391,-0.09935619103020328,120,500,False,False,False,False
1SA_002_Verse_024.wav,"Non, fis mwen yo, rapò ke m tande sikile pami pèp la pa bon.",Old Testament,1 Samuel,002,024,6.36,SPEAKER_00,18914,0.10600000000000001,0.19721346479549418,490,440,False,False,False,False
1SA_026_Verse_001.wav,"Zifyen yo te vin kote Saül nan Guibea. Yo te di l: “Èske David pa kache nan ti mòn Hakila a, devan Jeschimon?”",Old Testament,1 Samuel,026,001,11.67,SPEAKER_00,16184,0.1060909090909091,0.20516346722438772,740,580,True,False,False,False
2CH_016_Verse_011.wav,"Alò, zèv Asa yo, soti nan premye a jis rive nan dènye a, veye byen, yo ekri nan Liv A Wa a Juda avèk Israël yo.",Old Testament,2 Chronicles,016,011,11.76,SPEAKER_00,12506,0.10594594594594595,0.19248643632425902,470,400,False,False,False,False
2CH_021_Verse_018.wav,"Konsa, apre tout bagay sa a, SENYÈ a te frape li nan zantray li avèk yon maladi ki pa t kab geri.",Old Testament,2 Chronicles,021,018,10.11,SPEAKER_00,6714,0.10422680412371134,0.04214743803809755,650,660,False,False,False,False
2KI_021_Verse_008.wav,"Epi mwen p ap fè pye Israël mache egare ankò deyò peyi ke m te bay a zansèt yo a, si sèlman, yo va obsève pou fè selon tout sa ke M te kòmande yo, selon tout lalwa ke sèvitè Mwen an, Moïse te kòmande yo.”",Old Testament,2 Kings,021,008,21.4,SPEAKER_00,4038,0.10490196078431371,0.10118990604649848,440,600,False,False,False,False
2SA_010_Verse_006.wav,"Alò, lè fis a Ammon yo te wè ke yo te vin rayisab devan David, fis a Ammon yo te voye anplwaye Siryen yo Beth-Rehob e Siryen yo a Tsoba, ven-mil sòlda a pye, wa Macca avèk mil lòm e mesye a Tob yo avèk douz-mil lòm.",Old Testament,2 Samuel,010,006,22.8,SPEAKER_00,27248,0.10604651162790699,0.2012809078986491,450,460,False,False,False,False
2SA_011_Verse_001.wav,"Alò, li te fèt pandan prentan an, lè ke wa yo konn sòti batay, ke David te voye Joab, ansanm avèk sèvitè li yo ak tout Israël. Yo te detwi fis a Ammon yo e yo te fè syèj nan Rabba, men David te rete Jérusalem.",Old Testament,2 Samuel,011,001,22.26,SPEAKER_00,5996,0.10650717703349283,0.2415661099251126,620,660,True,False,False,False
ACT_001_Verse_006.wav,"Donk, lè yo te reyini ansanm, yo t ap poze Li kesyon, e t ap di: “Senyè èske se nan lè sa a ke W ap restore Wayòm lan an Israël?”",New Testament,Acts,001,006,13.69,SPEAKER_00,25780,0.10612403100775193,0.20805997973723947,650,510,False,False,False,False
ACT_015_Verse_002.wav,"Lè Paul ak Barnabas te fè yon gran diskisyon ak deba avèk yo, lòt frè yo te detèmine ke Paul ak Barnabas ak kèk lòt nan yo ta dwe monte Jérusalem vè lòt apòt yo ak lansyen yo konsènan pwoblèm sila a.",New Testament,Acts,015,002,21.16,SPEAKER_00,12369,0.10633165829145728,0.22621699124462377,770,660,False,False,False,False
DAN_011_Verse_026.wav,"Sila ki te kon manje pi bon manje nan men l, va detwi li, epi lame li a va bale nèt. Konsa, anpil moun va tonbe mouri.",Old Testament,Daniel,011,026,12.05,SPEAKER_00,18872,0.10211864406779661,-0.142211215177115,560,320,False,False,False,False
DEU_026_Verse_006.wav,Ejipsyen yo te trete nou byen di e te aflije nou. Yo te enpoze travay fòse sou nou.,Old Testament,Deuteronomy,026,006,8.41,SPEAKER_00,13102,0.10132530120481928,-0.21158906974088515,550,390,False,False,False,False
DEU_032_Verse_044.wav,"Alò, Moïse te vin pale tout pawòl a chan sila nan zòrèy a pèp la, li menm avèk Josué, fis a Nun nan.",Old Testament,Deuteronomy,032,044,10.1,SPEAKER_00,3118,0.10099999999999999,-0.2400366687936752,1100,370,False,False,False,False
ECC_008_Verse_016.wav,"Lè mwen te bay kè m pou aprann sajès ak pou m wè tach ki te konn fèt sou tè a, (malgre sa ta fè yon moun pa janm dòmi ni lajounen, ni lannwit),",Old Testament,Ecclesiastes,008,016,14.63,SPEAKER_00,22457,0.10230769230769231,-0.1256789415472768,690,420,False,False,False,False
