filename,text,testament,book,chapter,verse,duration_seconds,speaker_id,row_idx,lens_ratio,lens_ratio_z,is_first_verse,heading_before,heading_after,is_verse_range
1CO_016_Verse_003.wav,"Ta hee biza wode intte doorida asatas ta moyzo dabdaabe xaafa immada, istti intte immida imotaa Yerusalaame gaththana mala haappe ta kiittana.",New Testament,1 Corinthians,016,003,13.98,SPEAKER_02,11828,0.09845070422535211,-0.16677669558495903,False,False,False,False
1KI_013_Verse_005.wav,Qasseka he Xoossaadey GODAA qaalan immida malataa mala yarshosozi phalqetti wodhdhides; iza bolla diza bidinththayka laalettides.,Old Testament,1 Kings,013,005,13.2,SPEAKER_01,11195,0.10232558139534884,0.11136489718796462,False,False,False,False
1KI_014_Verse_011.wav,Iyorba7aame zareppe kataman hayqqidayta kanay maana; gaxaren hayqqidayta kafoy maana; hayssa yootiday tana GODAA!› gides.,Old Testament,1 Kings,014,011,12.34,SPEAKER_01,26676,0.10198347107438016,0.0868079614700864,False,False,False,False
1SA_007_Verse_012.wav,Hessafe guye Sameeli issi shuch ekkidi Mixiphphassinne Sheenes giddon essides; «Hach gakkanaas GODAY nuna maaddides» gishe Aben7eezere gi sunththides.,Old Testament,1 Samuel,007,012,14.66,SPEAKER_01,22369,0.09773333333333334,-0.21827011686293035,False,False,False,False
1SA_016_Verse_021.wav,Dawiti Sa7oolekko yiidi izas haggazo doommides; Sa7oolikka iza keehi dosides; izikka Sa7oole gondalle tookkizaade gidides.,Old Testament,1 Samuel,016,021,12.38,SPEAKER_01,13453,0.10147540983606558,0.050338944298344464,False,False,False,False
2CH_007_Verse_017.wav,"«Nenikka kase ne aawa Dawite mala ta sinththan hemettiko, ta nena azazida ubbaa ne ooththiko, ta nees immida wogaanne maara ne naagikko,",Old Testament,2 Chronicles,007,017,13.44,SPEAKER_01,4939,0.0988235294117647,-0.14001502376279215,False,False,False,False
2CH_023_Verse_011.wav,"Hessafe guye Yoodaheynne iza attuma nayti kawoza naa Iyo7aasa kare kessidi iza hu7en kallachcha goxxida; histtidi caaqo qaala Maxaafa izas immidi kawoththida; iza tiydikka, «Kawoy mernaas kawoto!» gi waassida.",Old Testament,2 Chronicles,023,011,21.32,SPEAKER_01,23427,0.10200956937799044,0.08868131729954105,False,False,False,False
2CH_034_Verse_007.wav,"Iyosiyaasi yarshizasohota, Asheeri misletanne eeqa misleta kinchchereththi liiqisides; Isra7eele biittan ubbaan exaane cuwasiza miishshata ubbaa menththereththides; hessafe guye Iyosiyaasi Yerusalaame simmides.",Old Testament,2 Chronicles,034,007,20.52,SPEAKER_01,4065,0.09771428571428571,-0.21963736926036398,False,False,True,False
2KI_017_Verse_036.wav,Gido attiin intte goynnanaas bessizay ba gita wolqqaninne micettida ba kushen inttena Gibxe biittafe kessida GODAAS xalla gido. Intte izas xalla goynnitenne izas yarshite.,Old Testament,2 Kings,017,036,16.7,SPEAKER_01,9488,0.09766081871345028,-0.22347527072684334,False,False,False,False
ACT_020_Verse_003.wav,Giriken heedzdzu agina takkidaappe guye markabera Sooriya geetettiza dere baanaas qoppides shin Ayhuda asati iza bolla iita miish ooththana zorettidayssa eridi Maqidooniya baggara baana qofa qachchides.,New Testament,Acts,020,003,20.58,SPEAKER_00,3318,0.10188118811881187,0.07946601411867929,False,False,False,False
DEU_005_Verse_018.wav,« ‹Laymatoppa;,Old Testament,Deuteronomy,005,018,1.44,SPEAKER_01,21982,0.10285714285714286,0.14952077804656153,False,False,False,False
DEU_011_Verse_019.wav,Intte nayta tamaarsite; intteson uttishe woykko ogen hemettishekka woykko shempizason gidiinkka woykko ooso ubbaan istta gishshas haasayettite.,Old Testament,Deuteronomy,011,019,14.53,SPEAKER_01,7903,0.10160839160839161,0.05988447576729646,False,False,False,False
DEU_022_Verse_021.wav,iza ba aawa soon dashe laymatada Isra7eele asaa yeellachchiza ooso ooththida gishshas izo izi aawa keeththa kare efetto; he katamaan diza asay izo shuchchara caddi wodho; hessaththo histtidi intte giddofe iita miish diggite.,Old Testament,Deuteronomy,022,021,22.16,SPEAKER_01,4087,0.09892857142857144,-0.13247502892400592,False,False,False,False
