filename,text,testament,book,chapter,verse,duration_seconds,speaker_id,row_idx,lens_ratio,lens_ratio_z,lead_silence_ms,trail_silence_ms,is_first_verse,heading_before,heading_after,is_verse_range
1CH_006_Verse_012.wav,Ahis'uubi S'aadook'a yeleedda; S'aadook'e Shaaluuma yeleedda;,Old Testament,1 Chronicles,006,012,6.16,SPEAKER_00,27910,0.10098360655737705,0.1320721002330829,310,390,False,False,False,False
1CO_016_Verse_014.wav,Oosuwaa ubbaa siik'uwaan ootsite.,New Testament,1 Corinthians,016,014,3.38,SPEAKER_00,1827,0.10242424242424242,0.23790133017630394,530,430,False,False,False,False
1JN_005_Verse_002.wav,"Nuuni S'oossaa siik'iyaawaaninne Aa azazuwaa naagiyaawaan, S'oossaa naanatuwaa siik'iyaawaa ereetto.",New Testament,1 John,005,002,9.78,SPEAKER_00,8734,0.0978,-0.10179590080627263,990,780,False,False,False,False
2KI_018_Verse_003.wav,"Aa mayza aawuwaa Daawite ootseeddawaadan, Hizk'k'iyaasikka Med'ina Godaa sintsan suurebaa ootseedda.",Old Testament,2 Kings,018,003,10.18,SPEAKER_00,2221,0.1018,0.19204443005676927,660,440,False,False,False,False
DEU_014_Verse_014.wav,"k'uuruwaa zare ubbaa,",Old Testament,Deuteronomy,014,014,2.06,SPEAKER_01,9679,0.0980952380952381,-0.08010768590923836,340,470,False,False,False,False
DEU_015_Verse_017.wav,"pengge Aa afaade, gootsaa akkaade, Aa haytsaa lukka. Yaatooppe I new med'inawukka ayiliyaa gidanawaa. K'ay ayiliyaa gidiyaa mac'c'aaniwukka hewaadan ootsa.",Old Testament,Deuteronomy,015,017,15.7,SPEAKER_01,7554,0.10129032258064516,0.15460348467260723,270,320,False,False,False,False
EXO_001_Verse_013.wav,k'arettay baynna hanotan ayiletetsan kiitisseeddino.,Old Testament,Exodus,001,013,5.26,SPEAKER_01,8359,0.10115384615384615,0.14457791507120057,200,440,False,False,False,False
EXO_002_Verse_024.wav,"S'oossay unttunttu un""aa waasuwaa sisiide, I Abrahaamena, Yisaak'ananne Yaak'oobanna c'aak'k'eedda c'aak'uwaa hassayeedda.",Old Testament,Exodus,002,024,11.84,SPEAKER_01,12203,0.09704918032786886,-0.15695117602564643,190,220,False,False,False,False
EXO_009_Verse_026.wav,Shachchay wod'd'ibeenna gadii Israa'eelatuu utteedda Goshena gadiyaa s'alala.,Old Testament,Exodus,009,026,7.84,SPEAKER_01,22270,0.10181818181818182,0.19338006792432869,120,640,False,False,False,False
EXO_027_Verse_019.wav,"«S'oossaa Dunkkaaniyaan ootsiyaa oosoo go'ettiyaa miishshaa ubbay, unttunttu go""ay ayaa gidooppenne, S'oossaa Dunkkaaniyaa d'ogetu ubbaananne dabaabaa d'ogetu ubbaannakka gujjina, nahaasiyaa birataappe med'ettiino.",Old Testament,Exodus,027,019,21.27,SPEAKER_01,9436,0.09939252336448598,0.015190997275648639,250,110,False,False,True,False
